Game,Category,Item Name,Environment 1,Environment 2,Environment 3,Attribute 1,Attribute 2,Attribute 3,Attributes,Description,Min Quantity,Quantity,Units (do not modify),"Price (per unit, K or M)",Currency (do not modify),Guaranteed Delivery Time,Delivery Method,Attribute1Key,Attribute1Value,Attribute2Key,Attribute2Value,Attribute3Key,Attribute3Value,CategoryAsEnum,Discounts
Escape Tsunami For Brainrots,Currency,Trade Tokens,,,,,,,,"In game trade 
",100,2000,Unit,0.00500,USD,Minute20,InGameTrade,,,,,,,Currency,"Qty:2000,Pct:20"
